neg,neu,pos,image
0.24177161,0.33759138,0.420637,../../../images/aadb/images/farm1_301_20174123975_4660281e14_b.jpg
0.2437847,0.23969032,0.51652503,../../../images/aadb/images/farm4_3689_20331966965_5a7d52a28c_b.jpg
0.06210733,0.43235555,0.5055372,../../../images/aadb/images/farm1_350_19941025709_36f0052df4_b.jpg
0.21044014,0.44307148,0.34648833,../../../images/aadb/images/farm4_3668_19649625284_f439568559_b.jpg
0.45160377,0.1492157,0.39918047,../../../images/aadb/images/farm1_355_20167773412_57c4c8c921_b.jpg
0.092769854,0.42565906,0.48157108,../../../images/aadb/images/farm1_527_19534187673_2cc822690b_b.jpg
0.11594566,0.50464,0.3794143,../../../images/aadb/images/farm4_3688_19800333138_5a2c799e82_b.jpg
0.19779816,0.6323813,0.16982052,../../../images/aadb/images/farm1_285_20100530039_2b24248337_b.jpg
0.08353612,0.25297233,0.66349155,../../../images/aadb/images/farm1_261_19989471851_d7e99475e8_b.jpg
0.23600829,0.44194046,0.32205126,../../../images/aadb/images/farm1_289_20023267860_b2fbe84818_b.jpg
0.16707253,0.4657266,0.36720094,../../../images/aadb/images/farm1_319_20093364669_bd566b2039_b.jpg
0.0654806,0.4910919,0.44342747,../../../images/aadb/images/farm1_279_20103076952_2e7e2c1928_b.jpg
0.3442476,0.44630244,0.20944992,../../../images/aadb/images/farm1_314_20304197496_d474a48c98_b.jpg
0.06627039,0.6781195,0.2556101,../../../images/aadb/images/farm1_261_20113393892_c98ea4f869_b.jpg
0.12248077,0.49850607,0.37901318,../../../images/aadb/images/farm1_389_20011898609_37733ee9b3_b.jpg
0.11896287,0.3093274,0.5717097,../../../images/aadb/images/farm1_298_20193612992_a48f3f9182_b.jpg
0.39010394,0.30641174,0.30348435,../../../images/aadb/images/farm1_322_19448580494_77b3ae1257_b.jpg
0.70059687,0.25685278,0.042550344,../../../images/aadb/images/farm1_290_20173238352_7e4022db65_b.jpg
0.51676905,0.1816215,0.30160946,../../../images/aadb/images/farm1_279_19554444633_0e644b508a_b.jpg
0.21786101,0.5235153,0.25862378,../../../images/aadb/images/farm1_327_19555183573_4deb0f52f3_b.jpg
0.12334969,0.74723834,0.12941203,../../../images/aadb/images/farm1_451_19977602990_fd81f29e46_b.jpg
0.088923365,0.42877522,0.48230138,../../../images/aadb/images/farm1_357_20270116805_36f8cc0e44_b.jpg
0.19357319,0.3104044,0.4960224,../../../images/aadb/images/farm1_297_20184569842_07504838e2_b.jpg
0.04420912,0.1752714,0.7805195,../../../images/aadb/images/farm1_350_20017252500_d2eb119a96_b.jpg
0.08881388,0.25710684,0.65407926,../../../images/aadb/images/farm1_384_19910142928_d83bca48a8_b.jpg
0.25281692,0.44854826,0.2986348,../../../images/aadb/images/farm1_302_20008307639_18ab5937b6_b.jpg
0.039347064,0.30941844,0.6512345,../../../images/aadb/images/farm4_3675_19534648023_6b02413da6_b.jpg
0.83127683,0.15490194,0.013821191,../../../images/aadb/images/farm1_392_19489099813_d3e00cd5bb_b.jpg
0.019247036,0.5384864,0.44226658,../../../images/aadb/images/farm1_304_20171662422_a9e902c847_b.jpg
0.11391747,0.3120643,0.5740183,../../../images/aadb/images/farm1_351_20093609982_2ac03ea71f_b.jpg
0.26291707,0.1835798,0.5535031,../../../images/aadb/images/farm1_392_19806980609_a644a42a87_b.jpg
0.14074601,0.5090812,0.35017276,../../../images/aadb/images/farm1_340_19965231320_a2f30be891_b.jpg
0.13081406,0.565494,0.30369192,../../../images/aadb/images/farm1_287_19369653073_174e43769e_b.jpg
0.08645466,0.27819958,0.63534576,../../../images/aadb/images/farm1_390_19884690949_ffa3931be6_b.jpg
